event_id,key,scan,scan_ns,pid,category,old_members,new_members,old_representative,new_representative,old_rep_still_member,required_change,delta_d,delta_y,delta_v,abs_delta_d,abs_delta_y,abs_delta_v,old_published,new_published,old_alias,new_alias,publication_effect,publication_delta_d,publication_delta_y,publication_delta_v,publication_delta_aLead,radarstate_effect,radarstate_affected,score_delta,old_cost,new_cost,best_vision,old_vision,best_oem,old_oem,support_superiority,group_size_before,group_size_after,old_d,old_y,old_v,old_age,new_d,new_y,new_v,new_age,old_aRel,new_aRel,old_member_current_d,old_member_current_y,old_member_current_v,old_member_current_age,old_member_current_slot,old_member_current_measurement_ns,new_member_current_d,new_member_current_y,new_member_current_v,new_member_current_age,new_member_current_slot,new_member_current_measurement_ns,old_published_aLead,new_published_aLead,lead_role_before,lead_role_after,previous_rep_dwell_scans,previous_rep_dwell_s
00000243--a4d9c0a5dd--0:562:1000459,00000243--a4d9c0a5dd--0,562,213712909298,1000459,R1_STABLE_GROUP_REP_CHANGE,430|440,430|440,430,440,1,0,-2.0,0.1875,0.0,2.0,0.1875,0.0,1,1,33,33,P2_PUBLISHED_COORDINATE_CHANGE,-2.0029640197753906,0.1875,0.0,0.06683097461895825,NO_DOWNSTREAM_EFFECT,0,0.0018910275015429079,1.0478205137507715,1.0459294862492285,0,0,0,0,0,2,2,39.0,-4.625,-10.0,12,37.0,-4.4375,-10.0,13,N/A_NAN,N/A_NAN,39.0,-4.625,-10.0,13,1,213712909298,37.0,-4.4375,-10.0,5,31,213712909298,-0.1670774365473956,-0.10024646192843735,,,12,1.100050058
00000243--a4d9c0a5dd--0:601:1000483,00000243--a4d9c0a5dd--0,601,217613019321,1000483,R1_STABLE_GROUP_REP_CHANGE,453|464,453|464,453,464,1,0,-1.0,-0.03125,0.25,1.0,0.03125,0.25,1,1,53,53,P2_PUBLISHED_COORDINATE_CHANGE,-1.0032024383544922,-0.03125,0.25,0.37651342965986223,NO_DOWNSTREAM_EFFECT,0,2.2046332590022146,2.4734121814612244,0.2687789224590098,0,0,0,0,0,2,2,22.0,-2.96875,-8.75,16,21.0,-3.0,-8.5,17,N/A_NAN,N/A_NAN,18.75,-2.78125,-8.75,17,6,217613019321,21.0,-3.0,-8.5,6,12,217613019321,0.11748432182848152,0.49399775148834374,,,16,1.500331094
00000243--a4d9c0a5dd--0:602:1000475,00000243--a4d9c0a5dd--0,602,217713343550,1000475,R1_STABLE_GROUP_REP_CHANGE,445|456,445|456,445,456,1,0,-1.25,0.0625,0.0,1.25,0.0625,0.0,1,1,45,45,P2_PUBLISHED_COORDINATE_CHANGE,-1.2379837036132812,0.0625,0.0,-0.02837262238069213,NO_DOWNSTREAM_EFFECT,0,0.4792613477659273,0.8926919923532215,0.41343064458729417,0,0,0,0,0,2,2,34.75,-3.28125,-8.75,34,33.5,-3.21875,-8.75,35,N/A_NAN,N/A_NAN,34.75,-3.28125,-8.75,35,10,217713343550,33.5,-3.21875,-8.75,15,3,217713343550,0.07093155595173033,0.042558933571038196,,,34,3.3004910720000002
00000243--a4d9c0a5dd--0:619:1000475,00000243--a4d9c0a5dd--0,619,219422563171,1000475,R1_STABLE_GROUP_REP_CHANGE,456|465,456|465,456,465,1,0,-1.5,-0.21875,0.0,1.5,0.21875,0.0,1,1,45,45,P2_PUBLISHED_COORDINATE_CHANGE,-1.4213218688964844,-0.21875,0.0,0.2572410223102488,NO_DOWNSTREAM_EFFECT,0,0.10971215215660823,0.8595435760783041,0.7498314239216959,0,0,0,0,0,2,2,18.5,-4.0625,-8.25,51,17.0,-4.28125,-8.25,52,N/A_NAN,N/A_NAN,18.5,-4.0625,-8.25,32,3,219412862729,17.0,-4.28125,-8.25,22,31,219422563171,0.24377546006327,0.5010164823735188,,,17,1.6099642980000002
00000245--2c15eb5d45--12:24:1000012,00000245--2c15eb5d45--12,24,778329007398,1000012,R1_STABLE_GROUP_REP_CHANGE,13|16,13|16,13,16,1,0,-3.5,-0.09375,-0.25,3.5,0.09375,0.25,1,1,44,44,P2_PUBLISHED_COORDINATE_CHANGE,-3.5232162475585938,-0.09375,-0.25,-0.5402646469818128,NO_DOWNSTREAM_EFFECT,0,0.734375,1.7654372063102435,1.0310622063102435,0,0,0,0,0,2,2,100.25,-7.90625,-26.25,9,96.75,-8.0,-26.5,10,N/A_NAN,N/A_NAN,96.0,-7.96875,-26.5,10,2,778319378972,96.75,-8.0,-26.5,5,6,778319378972,0.12796140409110843,-0.4123032428907043,,,9,0.800019051
00000245--2c15eb5d45--12:25:1000012,00000245--2c15eb5d45--12,25,778428828018,1000012,R1_STABLE_GROUP_REP_CHANGE,13|16,13|16,16,13,1,0,-3.0,0.09375,0.0,3.0,0.09375,0.0,1,1,44,44,P2_PUBLISHED_COORDINATE_CHANGE,-2.9819107055664062,0.09375,0.0,-0.036966930311382984,NO_DOWNSTREAM_EFFECT,0,0.030790251001178603,0.4468360112464582,0.4160457602452796,0,0,0,0,0,2,2,96.75,-8.0,-26.5,10,93.75,-7.90625,-26.5,11,N/A_NAN,N/A_NAN,94.5,-7.9375,-26.5,6,6,778419362702,93.75,-7.90625,-26.5,11,2,778419362702,-0.4123032428907043,-0.4492701732020873,,,1,0.0
00000245--2c15eb5d45--12:171:1000095,00000245--2c15eb5d45--12,171,793018904861,1000095,R1_STABLE_GROUP_REP_CHANGE,95|99,95|99,95,99,1,0,-2.5,0.0,0.0,2.5,0.0,0.0,1,1,69,69,P2_PUBLISHED_COORDINATE_CHANGE,-2.4912338256835938,0.0,0.0,0.16219897060287947,NO_DOWNSTREAM_EFFECT,0,0.890625,0.997896612469664,0.10727161246966399,0,0,0,0,0,2,2,39.0,2.6875,-26.0,10,36.5,2.6875,-26.0,11,N/A_NAN,N/A_NAN,37.25,2.71875,-26.25,11,4,793018904861,36.5,2.6875,-26.0,6,11,793018904861,0.15608268049161156,0.318281651094491,,,10,0.899121135
00000245--2c15eb5d45--12:173:1000095,00000245--2c15eb5d45--12,173,793219394190,1000095,R1_STABLE_GROUP_REP_CHANGE,95|99,95|99,99,95,1,0,-3.0,-0.0625,0.0,3.0,0.0625,0.0,1,1,69,69,P2_PUBLISHED_COORDINATE_CHANGE,-2.994150161743164,-0.0625,0.0,-0.10021857678342289,NO_DOWNSTREAM_EFFECT,0,0.96875,1.369248573683307,0.4004985736833071,0,0,0,0,0,2,2,34.25,2.6875,-26.25,12,31.25,2.625,-26.25,13,N/A_NAN,N/A_NAN,30.25,2.6875,-26.25,8,11,793219394190,31.25,2.625,-26.25,13,4,793219394190,-0.10699010745895493,-0.20720868424237782,,,2,0.100180426
00000245--2c15eb5d45--12:179:1000095,00000245--2c15eb5d45--12,179,793819495161,1000095,R1_STABLE_GROUP_REP_CHANGE,95|99,95|99,95,99,1,0,-3.0,0.03125,0.0,3.0,0.03125,0.0,1,1,69,69,P2_PUBLISHED_COORDINATE_CHANGE,-3.0068893432617188,0.03125,0.0,0.03582840504638807,NO_DOWNSTREAM_EFFECT,0,0.2992849752532103,0.6574549876266051,0.35817001237339485,0,0,0,0,0,2,2,18.5,2.59375,-26.5,18,15.5,2.625,-26.5,19,N/A_NAN,N/A_NAN,16.5,2.59375,-26.5,19,4,793819495161,15.5,2.625,-26.5,14,11,793819495161,-0.28204550481113194,-0.24621709976474387,,,6,0.499883414
00000245--2c15eb5d45--12:181:1000095,00000245--2c15eb5d45--12,181,794019507657,1000095,R1_STABLE_GROUP_REP_CHANGE,95|99,95|99,99,95,1,0,-3.25,-0.03125,-0.25,3.25,0.03125,0.25,1,1,69,69,P2_PUBLISHED_COORDINATE_CHANGE,-3.2456655502319336,-0.03125,-0.25,-0.36295196597848967,NO_DOWNSTREAM_EFFECT,0,1.0,1.7367930216021163,0.7367930216021163,0,0,0,0,0,2,2,13.5,2.59375,-26.5,20,10.25,2.5625,-26.75,21,N/A_NAN,N/A_NAN,9.25,2.5625,-26.75,16,11,794019507657,10.25,2.5625,-26.75,21,4,794019507657,-0.10887072714553486,-0.47182269312402453,,,2,0.099898054
00000245--2c15eb5d45--12:182:1000095,00000245--2c15eb5d45--12,182,794118913098,1000095,R1_STABLE_GROUP_REP_CHANGE,95|99,95|99,95,99,1,0,-3.0,-0.03125,0.0,3.0,0.03125,0.0,1,1,69,69,P2_PUBLISHED_COORDINATE_CHANGE,-3.0112714767456055,-0.03125,0.0,0.10027844834297683,NO_DOWNSTREAM_EFFECT,0,0.31698559416731875,0.673224686435218,0.3562390922678993,0,0,0,0,0,2,2,10.25,2.5625,-26.75,21,7.25,2.53125,-26.75,22,N/A_NAN,N/A_NAN,8.25,2.53125,-26.75,22,4,794118913098,7.25,2.53125,-26.75,17,11,794118913098,-0.47182269312402453,-0.3715442447810477,,,1,0.0
00000245--2c15eb5d45--12:296:1000169,00000245--2c15eb5d45--12,296,805518995474,1000169,R1_STABLE_GROUP_REP_CHANGE,167|171,167|171,167,171,1,0,-3.25,-0.4375,0.0,3.25,0.4375,0.0,1,1,92,92,P2_PUBLISHED_COORDINATE_CHANGE,-3.2493019104003906,-0.4375,0.0,-0.22568824470019644,NO_DOWNSTREAM_EFFECT,0,0.030408827569061714,0.88387200548725,0.8534631779181883,0,0,0,0,0,2,2,49.75,-7.4375,-26.5,10,46.5,-7.875,-26.5,11,N/A_NAN,N/A_NAN,48.0,-7.40625,-26.5,11,25,805518995474,46.5,-7.875,-26.5,9,29,805518995474,0.05210549549212412,-0.17358274920807232,,,10,0.900678042
00000245--2c15eb5d45--12:329:1000206,00000245--2c15eb5d45--12,329,808818970141,1000206,R1_STABLE_GROUP_REP_CHANGE,202|204,202|204,202,204,1,0,-1.5,0.03125,0.0,1.5,0.03125,0.0,1,1,62,62,P2_PUBLISHED_COORDINATE_CHANGE,-1.4818572998046875,0.03125,0.0,0.04371789680915861,NO_DOWNSTREAM_EFFECT,0,0.48466910633210425,1.3282720531660521,0.8436029468339479,0,0,0,0,0,2,2,115.25,-7.59375,-23.25,10,113.75,-7.5625,-23.25,11,N/A_NAN,N/A_NAN,111.75,-7.65625,-23.5,11,11,808818970141,113.75,-7.5625,-23.25,10,15,808818970141,0.022269272494711112,0.06598716930386972,,,10,0.897918379
00000245--2c15eb5d45--12:330:1000206,00000245--2c15eb5d45--12,330,808919099003,1000206,R1_STABLE_GROUP_REP_CHANGE,202|204,202|204,204,202,1,0,-2.0,-0.09375,-0.25,2.0,0.09375,0.25,1,1,62,62,P2_PUBLISHED_COORDINATE_CHANGE,-2.017822265625,-0.09375,-0.25,-0.5421278383637951,NO_DOWNSTREAM_EFFECT,0,1.8384472187000513,2.3338582269032018,0.4954110082031504,0,0,0,0,0,2,2,113.75,-7.5625,-23.25,11,111.75,-7.65625,-23.5,12,N/A_NAN,N/A_NAN,113.75,-7.5625,-23.25,11,15,808919099003,111.75,-7.65625,-23.5,12,11,808919099003,0.06598716930386972,-0.47614066905992536,,,1,0.0
00000245--2c15eb5d45--12:331:1000206,00000245--2c15eb5d45--12,331,809019225522,1000206,R1_STABLE_GROUP_REP_CHANGE,202|204,202|204,202,204,1,0,-2.5,0.1875,0.25,2.5,0.1875,0.25,1,1,62,62,P2_PUBLISHED_COORDINATE_CHANGE,-2.4908065795898438,0.1875,0.25,0.32587362629698724,NO_DOWNSTREAM_EFFECT,0,1.8125,2.173604385720462,0.3611043857204619,0,0,0,0,0,2,2,111.75,-7.65625,-23.5,12,109.25,-7.46875,-23.25,13,N/A_NAN,N/A_NAN,107.25,-7.59375,-23.5,13,11,809019225522,109.25,-7.46875,-23.25,12,15,809019225522,-0.47614066905992536,-0.15026704276293812,,,1,0.0
00000245--2c15eb5d45--12:356:1000219,00000245--2c15eb5d45--12,356,811518819624,1000219,R1_STABLE_GROUP_REP_CHANGE,213|235,213|235,235,213,1,0,-2.0,-0.0625,0.25,2.0,0.0625,0.25,1,1,80,80,P2_PUBLISHED_COORDINATE_CHANGE,-1.964792251586914,-0.0625,0.25,0.47298623336805434,NO_DOWNSTREAM_EFFECT,0,1.84375,2.265723411368164,0.4219734113681639,0,0,0,0,0,2,2,27.25,2.625,-22.75,24,25.25,2.5625,-22.5,25,N/A_NAN,N/A_NAN,27.25,2.625,-22.75,5,0,811518819624,25.25,2.5625,-22.5,25,24,811518819624,-0.44406617927002906,0.028920054098025283,,,1,0.0
00000245--2c15eb5d45--12:366:1000250,00000245--2c15eb5d45--12,366,812519317577,1000250,R1_STABLE_GROUP_REP_CHANGE,244|252,244|252,244,252,1,0,-2.0,0.125,0.0,2.0,0.125,0.0,1,1,38,38,P2_PUBLISHED_COORDINATE_CHANGE,-1.9859085083007812,0.125,0.0,-0.11133030532915122,NO_DOWNSTREAM_EFFECT,0,1.5297685646230832,1.8540049350635244,0.3242363704404412,0,0,0,0,0,2,2,66.75,2.46875,-22.75,8,64.75,2.59375,-22.75,9,N/A_NAN,N/A_NAN,62.75,2.53125,-23.0,9,12,812519317577,64.75,2.59375,-22.75,4,23,812519317577,0.278325763322878,0.16699545799372678,,,8,0.700129701
00000245--2c15eb5d45--12:367:1000250,00000245--2c15eb5d45--12,367,812619914731,1000250,R1_STABLE_GROUP_REP_CHANGE,244|252,244|252,252,244,1,0,-2.0,-0.0625,-0.25,2.0,0.0625,0.25,1,1,38,38,P2_PUBLISHED_COORDINATE_CHANGE,-1.9984130859375,-0.0625,-0.25,-0.42832867069193525,NO_DOWNSTREAM_EFFECT,0,1.8437499999999998,2.302687151085884,0.4589371510858842,0,0,0,0,0,2,2,64.75,2.59375,-22.75,9,62.75,2.53125,-23.0,10,N/A_NAN,N/A_NAN,64.75,2.59375,-22.75,5,23,812619914731,62.75,2.53125,-23.0,10,12,812619914731,0.16699545799372678,-0.2613332126982085,,,1,0.0
00000245--2c15eb5d45--12:368:1000250,00000245--2c15eb5d45--12,368,812720271801,1000250,R1_STABLE_GROUP_REP_CHANGE,244|252,244|252,244,252,1,0,-2.75,0.1875,0.25,2.75,0.1875,0.25,1,1,38,38,P2_PUBLISHED_COORDINATE_CHANGE,-2.7416915893554688,0.1875,0.25,0.49873828669338915,NO_DOWNSTREAM_EFFECT,0,2.046875,2.7043281932247045,0.6574531932247045,0,0,0,0,0,2,2,62.75,2.53125,-23.0,10,60.0,2.71875,-22.75,11,N/A_NAN,N/A_NAN,57.75,2.5625,-23.0,11,12,812720271801,60.0,2.71875,-22.75,6,23,812720271801,-0.2613332126982085,0.23740507399518068,,,1,0.0
00000245--2c15eb5d45--12:368:1000255,00000245--2c15eb5d45--12,368,812720271801,1000255,R1_STABLE_GROUP_REP_CHANGE,249|253,249|253,249,253,1,0,-3.0,0.09375,0.0,3.0,0.09375,0.0,1,1,64,64,P2_PUBLISHED_COORDINATE_CHANGE,-2.9971790313720703,0.09375,0.0,0.026041470336914063,NO_DOWNSTREAM_EFFECT,0,2.112078962976862,2.8742313422790864,0.7621523793022242,0,0,0,0,0,2,2,31.0,2.625,-22.75,7,28.0,2.71875,-22.75,8,N/A_NAN,N/A_NAN,26.0,2.5625,-23.0,8,18,812720271801,28.0,2.71875,-22.75,4,25,812720271801,-0.06510367584228516,-0.039062205505371095,,,7,0.600893574
00000245--2c15eb5d45--12:375:1000257,00000245--2c15eb5d45--12,375,813419437417,1000257,R1_STABLE_GROUP_REP_CHANGE,251|258,251|258,251,258,1,0,-2.25,0.53125,0.0,2.25,0.53125,0.0,1,1,68,68,P2_PUBLISHED_COORDINATE_CHANGE,-2.2415313720703125,0.53125,0.0,0.20145084964230692,NO_DOWNSTREAM_EFFECT,0,0.109375,0.45922676902014636,0.34985176902014636,0,0,0,0,0,2,2,122.25,-11.59375,-23.25,13,120.0,-11.0625,-23.25,14,N/A_NAN,N/A_NAN,120.25,-11.59375,-23.5,14,24,813419437417,120.0,-11.0625,-23.25,6,2,813419437417,0.10223342058386276,0.3036842702261697,,,13,1.199671029
00000245--2c15eb5d45--12:377:1000257,00000245--2c15eb5d45--12,377,813618999575,1000257,R1_STABLE_GROUP_REP_CHANGE,251|258,251|258,258,251,1,0,-3.5,-0.46875,0.0,3.5,0.46875,0.0,1,1,68,68,P2_PUBLISHED_COORDINATE_CHANGE,-3.4893646240234375,-0.46875,0.0,-0.0076384731284062785,NO_DOWNSTREAM_EFFECT,0,0.3026361380524154,1.686209033016472,1.3835728949640567,0,0,0,0,0,2,2,117.75,-11.0625,-23.5,15,114.25,-11.53125,-23.5,16,N/A_NAN,N/A_NAN,113.75,-11.0,-23.5,8,2,813618999575,114.25,-11.53125,-23.5,16,24,813618999575,-0.09901722331824808,-0.10665569644665436,,,2,0.09967411000000001
00000245--2c15eb5d45--12:427:1000297,00000245--2c15eb5d45--12,427,818619445662,1000297,R1_STABLE_GROUP_REP_CHANGE,290|296,290|296,290,296,1,0,-2.0,-0.09375,0.0,2.0,0.09375,0.0,1,1,36,36,P2_PUBLISHED_COORDINATE_CHANGE,-1.9895210266113281,-0.09375,0.0,-0.001429818789323419,NO_DOWNSTREAM_EFFECT,0,1.9531250000000002,2.4230980539926703,0.4699730539926701,0,0,0,0,0,2,2,8.25,2.6875,-24.0,17,6.25,2.59375,-24.0,18,N/A_NAN,N/A_NAN,8.25,2.6875,-24.0,18,10,818619445662,6.25,2.59375,-24.0,11,22,818619445662,0.0035745469733085475,0.0021447281839851286,,,17,1.5994511
00000245--2c15eb5d45--12:452:1000332,00000245--2c15eb5d45--12,452,821119931236,1000332,R1_STABLE_GROUP_REP_CHANGE,323|325,323|325,323,325,1,0,-2.75,-0.09375,-0.25,2.75,0.09375,0.25,1,1,38,38,P2_PUBLISHED_COORDINATE_CHANGE,-2.759328842163086,-0.09375,-0.25,0.09759519787366766,NO_DOWNSTREAM_EFFECT,0,1.609375,2.0817056951856916,0.4723306951856916,0,0,0,0,0,2,2,29.5,2.875,-24.5,5,26.75,2.78125,-24.75,6,N/A_NAN,N/A_NAN,25.0,2.8125,-24.5,6,2,821119931236,26.75,2.78125,-24.75,5,4,821119931236,0.0,0.09759519787366766,,,5,0.4009705
00000245--2c15eb5d45--12:453:1000327,00000245--2c15eb5d45--12,453,821219609509,1000327,R1_STABLE_GROUP_REP_CHANGE,318|328,318|328,318,328,1,0,-1.75,-0.09375,0.0,1.75,0.09375,0.0,1,1,81,81,P2_PUBLISHED_COORDINATE_CHANGE,-1.762420654296875,-0.09375,0.0,0.10027353179758025,NO_DOWNSTREAM_EFFECT,0,1.7062432147733018,2.468316653302704,0.7620734385294023,0,0,0,0,0,2,2,34.5,2.875,-24.75,11,32.75,2.78125,-24.75,12,N/A_NAN,N/A_NAN,34.5,2.875,-24.75,12,28,821219609509,32.75,2.78125,-24.75,5,7,821219609509,-0.052647391954477735,0.047626139843102516,,,11,1.000768479
00000245--2c15eb5d45--12:453:1000332,00000245--2c15eb5d45--12,453,821219609509,1000332,R1_STABLE_GROUP_REP_CHANGE,323|325,323|325,325,323,1,0,-1.75,0.03125,0.25,1.75,0.03125,0.25,1,1,38,38,P2_PUBLISHED_COORDINATE_CHANGE,-1.7568340301513672,0.03125,0.25,0.37315963948794173,NO_DOWNSTREAM_EFFECT,0,1.6093750000000002,2.467948536200378,0.8585735362003779,0,0,0,0,0,2,2,26.75,2.78125,-24.75,6,25.0,2.8125,-24.5,7,N/A_NAN,N/A_NAN,26.75,2.78125,-24.75,6,4,821219609509,25.0,2.8125,-24.5,7,2,821219609509,0.09759519787366766,0.4707548373616094,,,1,0.0
